1.0,0.0,0.002430613562133685,0.5106382978723412,0.2027027027027027,0.24390243902439027,0.0,0.5,1.0,1.0,0.0,0.6666666666666667,1.0,0.4230769230769231,0.059509918319719954,0.5,2
0.0,0.0,0.0034166585994689636,0.6595744680851068,0.35135135135135137,0.14634146341463414,0.6000000000000001,0.0,0.5,0.3333333333333333,0.0,1.0,0.25,0.5192307692307692,0.9533255542590432,1.0,2
1.0,0.0,0.002479330375895164,0.4680851063829783,0.02702702702702703,0.19512195121951223,0.4000000000000001,0.0,0.5,0.0,0.0,0.0,0.0,0.19230769230769235,0.03967327887981331,0.0,2
0.0,1.0,0.9977397907435128,0.6382978723404262,0.8648648648648649,0.926829268292683,1.0000000000000002,0.5,0.25,1.0,0.5,0.6666666666666667,1.0,0.4807692307692308,0.04550758459743291,0.5,1
1.0,0.0,0.002065551086479031,0.4423179728429387,0.24534732100521578,0.2692831496842888,0.4000000000000001,0.0,0.25,0.3333333333333333,0.0,0.6666666666666667,0.5,0.45091093117408904,0.23170750680668994,0.0,2
0.0,0.0,0.0017408420230817234,0.3829787234042561,0.08108108108108109,0.0975609756097561,0.0,0.0,0.5,0.6666666666666667,0.0,0.6666666666666667,1.0,0.2692307692307692,0.04317386231038507,0.0,1
0.0,0.0,0.0023273255535578574,0.4423179728429387,0.16216216216216217,0.2692831496842888,0.0,0.0,0.5,0.3333333333333333,0.0,0.6666666666666667,0.75,0.4038461538461539,0.05834305717619605,0.5,1
1.0,0.0,0.00242015931025355,0.4423179728429387,0.2972972972972973,0.3414634146341463,0.4000000000000001,0.0,0.75,1.0,0.0,0.6666666666666667,1.0,0.2884615384615385,0.0338389731621937,1.0,1
1.0,1.0,0.9996675547902114,0.4680851063829783,0.36486486486486486,0.2692831496842888,0.0,0.0,1.0,0.0,0.0,0.6666666666666667,1.0,0.3269230769230769,0.0338389731621937,0.0,2
0.0,0.0,0.002105904498736391,0.4255319148936172,0.2027027027027027,0.048780487804878064,0.8,0.0,0.5,0.0,0.0,0.3333333333333333,1.0,0.4038461538461539,0.03150525087514586,0.0,1
1.0,0.0,0.001976062690384986,0.6382978723404262,0.24324324324324326,0.5365853658536586,0.2,0.0,0.25,0.3333333333333333,0.0,1.0,0.75,0.5192307692307692,0.05250875145857643,0.0,1
0.0,0.0,0.0019978075342956952,0.23404255319149048,0.040540540540540515,0.048780487804878064,0.0,0.0,0.5,0.6666666666666667,0.0,1.0,1.0,0.45091093117408904,0.04317386231038507,0.0,2
1.0,1.0,0.9979321489781074,0.40425531914893664,0.37837837837837845,0.24390243902439027,0.2,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.2692307692307692,0.03267211201866978,0.5,2
0.0,0.0,0.003437567103229247,0.4468085106382995,0.27027027027027034,0.24390243902439027,0.0,0.0,0.5,0.0,0.5,1.0,0.75,0.44230769230769235,0.9066511085180864,0.0,1
0.0,0.0,0.0024582127870972775,0.31914893617021267,0.40540540540540543,0.4878048780487806,0.6000000000000001,0.0,1.0,0.6666666666666667,1.0,1.0,1.0,0.4230769230769231,0.04084014002333722,0.5,1
0.0,1.0,1.0,0.4423179728429387,0.6216216216216217,0.3414634146341463,0.6000000000000001,0.5,0.75,0.6666666666666667,0.0,1.0,1.0,0.5769230769230771,0.05250875145857643,0.5,2
0.0,0.0,0.9977548448662201,0.31914893617021267,0.1891891891891892,0.15853658536585366,0.2,0.0,0.25,0.0,0.0,0.3333333333333333,1.0,0.3269230769230769,0.04317386231038507,0.0,1
1.0,0.0,0.002850665402677907,0.7021276595744679,0.5,0.3292682926829268,1.0000000000000002,0.0,0.5,0.6666666666666667,0.0,1.0,1.0,0.6153846153846154,0.06301050175029171,0.0,2
0.0,0.0,0.0024423223242394515,0.8085106382978724,0.24324324324324326,0.6341463414634146,0.8,0.5,1.0,1.0,0.0,1.0,0.75,0.44230769230769235,0.03267211201866978,0.0,1
1.0,0.0,0.002271499848517891,0.48936170212765884,0.08108108108108109,0.0975609756097561,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.04084014002333722,0.0,2
0.0,0.0,0.000670117545517282,0.5319148936170217,0.040540540540540515,0.3170731707317074,0.6000000000000001,0.0,0.25,0.0,0.0,0.0,1.0,0.4807692307692308,0.04550758459743291,0.0,1
0.0,0.0,0.003181437932165701,0.4255319148936172,0.16216216216216217,0.048780487804878064,0.4000000000000001,0.0,0.5,0.6666666666666667,0.5,1.0,1.0,0.5384615384615385,0.7199533255542591,0.0,1
0.0,0.0,0.002519474703114921,0.4680851063829783,0.24324324324324326,0.2682926829268293,0.4000000000000001,0.5,0.5,0.6666666666666667,0.0,0.6666666666666667,1.0,0.38461538461538464,0.04317386231038507,0.0,1
0.0,0.0,0.0021278584276846896,0.36170212765957377,0.08108108108108109,0.048780487804878064,0.0,0.0,0.5,0.3333333333333333,0.0,0.0,0.5,0.2692307692307692,0.025670945157526256,0.0,2
1.0,0.0,0.0035416914519555004,0.340425531914895,0.08108108108108109,0.2692831496842888,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4230769230769231,0.8483080513418904,0.0,2
1.0,0.0,0.0022997263285942787,0.340425531914895,0.40540540540540543,0.2682926829268293,0.6000000000000001,0.5,1.0,1.0,0.5,1.0,1.0,0.8269230769230771,0.04900816802800467,0.5,1
1.0,0.0,0.0024600945524357043,0.23404255319149048,0.48648648648648657,0.048780487804878064,0.6000000000000001,0.5,0.25,0.3333333333333333,1.0,0.6666666666666667,0.5,0.5576923076923077,0.0571761960326721,1.0,1
0.0,0.0,0.002289690246789336,0.23404255319149048,0.16216216216216217,0.2692831496842888,0.0,0.0,0.5,0.6666666666666667,0.0,1.0,1.0,0.38461538461538464,0.03850641773628938,0.0,1
